vehicle_id,plate,journey_size,total_distance,total_moving,total_idle,counts,day
207756,AAA0010,62,202.71,14060,1610,5,2021-10-11 11:05:55.105787
164573,AAA0008,117,26.677,4455,120,1,2021-10-11 11:05:55.105787
72880,AAA0006,54,8.828,2542,852,2,2021-10-11 11:05:55.105787
150653,AAA0007,87,113.78399999999999,5420,0,2,2021-10-11 11:05:55.105787
150653,AAA0007,127,134.271,7060,0,1,2021-10-11 11:05:55.105787
155905,AAA0009,97,15.735,6282,718,2,2021-10-11 11:05:55.105787
155905,AAA0009,172,16.593,5685,427,1,2021-10-11 11:05:55.105787
150653,AAA0007,86,73.349,3866,0,1,2021-10-11 11:05:55.105787
155905,AAA0009,96,8.896,4039,600,1,2021-10-11 11:05:55.105787
164573,AAA0008,146,35.664,4459,0,1,2021-10-11 11:05:55.105787
150653,AAA0007,123,214.668,11069,0,2,2021-10-11 11:05:55.105787
150653,AAA0007,104,129.792,5761,0,1,2021-10-11 11:05:55.105787
155905,AAA0009,112,11.91,3571,556,1,2021-10-11 11:05:55.105787
150653,AAA0007,162,96.088,5228,0,1,2021-10-11 11:05:55.105787
72880,AAA0006,36,30.32,4128,744,4,2021-10-11 11:05:55.105787
155905,AAA0009,102,7.369,2340,240,1,2021-10-11 11:05:55.105787
164573,AAA0008,139,32.965,6082,240,1,2021-10-11 11:05:55.105787
164573,AAA0008,157,122.055,8534,120,1,2021-10-11 11:05:55.105787
155905,AAA0009,119,10.985,3797,719,1,2021-10-11 11:05:55.105787
164573,AAA0008,128,36.761,4872,0,1,2021-10-11 11:05:55.105787
